antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
HERB MARKER MINT,HERB MARKER ROSEMARY,0.012137763617053559,0.012137763617053559,0.010721691195063976,0.8833333333333332,72.77562499999999,0.010574365889440506,8.467390597568102
HERB MARKER THYME,HERB MARKER BASIL,0.011986041571840389,0.01223891164719567,0.010620543164921864,0.8860759493670887,72.39826341667539,0.010473847061124496,8.670347331096842
HERB MARKER BASIL,HERB MARKER THYME,0.01223891164719567,0.011986041571840389,0.010620543164921864,0.8677685950413224,72.39826341667539,0.010473847061124496,7.471855560612964
HERB MARKER THYME,HERB MARKER MINT,0.011986041571840389,0.012137763617053559,0.010418247104637637,0.869198312236287,71.61107594936709,0.010272763365334461,7.5523661297663995
HERB MARKER MINT,HERB MARKER THYME,0.012137763617053559,0.011986041571840389,0.010418247104637637,0.8583333333333333,71.61107594936708,0.010272763365334461,6.974216177139948
HERB MARKER BASIL,HERB MARKER MINT,0.01223891164719567,0.012137763617053559,0.01051939513477975,0.8595041322314051,70.81239669421488,0.010370842118276087,7.03125474131392
HERB MARKER MINT,HERB MARKER BASIL,0.012137763617053559,0.01223891164719567,0.01051939513477975,0.8666666666666667,70.81239669421488,0.010370842118276087,7.408208162646034
REGENCY TEA PLATE PINK,REGENCY TEA PLATE GREEN | REGENCY TEA PLATE ROSES,0.01542507459667223,0.01613311080766702,0.012896373843119405,0.8360655737704918,51.82296109769259,0.012647519405434762,6.001588024073233
REGENCY TEA PLATE GREEN | REGENCY TEA PLATE ROSES,REGENCY TEA PLATE PINK,0.01613311080766702,0.01542507459667223,0.012896373843119405,0.7993730407523512,51.82296109769259,0.012647519405434762,4.907490643807214
REGENCY TEA PLATE GREEN,REGENCY TEA PLATE PINK | REGENCY TEA PLATE ROSES,0.01926869974207252,0.013604410054114197,0.012896373843119405,0.6692913385826772,49.196645493662736,0.012634234550618646,2.9826723791220835
REGENCY TEA PLATE PINK | REGENCY TEA PLATE ROSES,REGENCY TEA PLATE GREEN,0.013604410054114197,0.01926869974207252,0.012896373843119405,0.9479553903345724,49.196645493662736,0.012634234550618646,18.84405141209873
REGENCY TEA PLATE GREEN,REGENCY TEA PLATE PINK,0.01926869974207252,0.01542507459667223,0.014059576189753705,0.7296587926509187,47.303420678972515,0.013762355058851357,3.641971326006485
REGENCY TEA PLATE PINK,REGENCY TEA PLATE GREEN,0.01542507459667223,0.01926869974207252,0.014059576189753705,0.9114754098360656,47.30342067897251,0.013762355058851357,11.078631354765475
REGENCY TEA PLATE GREEN,GREEN REGENCY TEACUP AND SAUCER | REGENCY TEA PLATE ROSES,0.01926869974207252,0.011328579375916654,0.010165377029282354,0.5275590551181102,46.568862485939256,0.009947090034783581,2.092687840320976
GREEN REGENCY TEACUP AND SAUCER | REGENCY TEA PLATE ROSES,REGENCY TEA PLATE GREEN,0.011328579375916654,0.01926869974207252,0.010165377029282354,0.8973214285714285,46.568862485939256,0.009947090034783581,9.551470054685895
SET OF 3 WOODEN STOCKING DECORATION,SET OF 3 WOODEN TREE DECORATIONS,0.01613311080766702,0.014818186415819551,0.011075709300561372,0.6865203761755487,46.329581563546505,0.010836645857146289,3.142729985333537
SET OF 3 WOODEN TREE DECORATIONS,SET OF 3 WOODEN STOCKING DECORATION,0.014818186415819551,0.01613311080766702,0.011075709300561372,0.7474402730375428,46.329581563546505,0.010836645857146289,3.8955810612615367
REGENCY SUGAR BOWL GREEN,REGENCY MILK JUG PINK,0.01628483285288019,0.016638850958377586,0.012289485662266727,0.7546583850931677,45.35519832354774,0.012018524755545563,4.008130253055727
REGENCY MILK JUG PINK,REGENCY SUGAR BOWL GREEN,0.016638850958377586,0.01628483285288019,0.012289485662266727,0.7386018237082066,45.35519832354773,0.012018524755545563,3.763282441760492
POPPY'S PLAYHOUSE LIVINGROOM,POPPY'S PLAYHOUSE BEDROOM | POPPY'S PLAYHOUSE KITCHEN,0.01658827694330653,0.015829666717240683,0.011328579375916654,0.6829268292682926,43.14221148601262,0.011065992480490823,3.103921820353317
POPPY'S PLAYHOUSE BEDROOM | POPPY'S PLAYHOUSE KITCHEN,POPPY'S PLAYHOUSE LIVINGROOM,0.015829666717240683,0.01658827694330653,0.011328579375916654,0.7156549520766773,43.14221148601262,0.011065992480490823,3.458515385581405
JAM JAR WITH PINK LID,JAM JAR WITH GREEN LID,0.01729631315430132,0.015475648611743286,0.011480301421129824,0.6637426900584796,42.889490884072934,0.011212629756475183,2.927889810215512
JAM JAR WITH GREEN LID,JAM JAR WITH PINK LID,0.015475648611743286,0.01729631315430132,0.011480301421129824,0.7418300653594772,42.889490884072934,0.011212629756475183,3.806421875630175
SET OF 3 WOODEN SLEIGH DECORATIONS,SET OF 3 WOODEN STOCKING DECORATION,0.015121630506245891,0.01613311080766702,0.010266525059424467,0.6789297658862876,42.08300395256917,0.010022566118874605,3.064335415296954
SET OF 3 WOODEN STOCKING DECORATION,SET OF 3 WOODEN SLEIGH DECORATIONS,0.01613311080766702,0.015121630506245891,0.010266525059424467,0.6363636363636364,42.08300395256917,0.010022566118874605,2.7084155161078236
CHILDRENS CUTLERY SPACEBOY,CHILDRENS CUTLERY DOLLY GIRL,0.018206645425580335,0.01471703838567744,0.011176857330703484,0.6138888888888889,41.712800687285224,0.010908909431100799,2.551811986914793
CHILDRENS CUTLERY DOLLY GIRL,CHILDRENS CUTLERY SPACEBOY,0.01471703838567744,0.018206645425580335,0.011176857330703484,0.7594501718213058,41.712800687285224,0.010908909431100799,4.081455231159373
PINK POLKADOT CUP,BLUE POLKADOT CUP,0.015526222626814343,0.01643655489809336,0.01051939513477975,0.6775244299674268,41.22058631921825,0.010264197524214097,3.050040178245307
BLUE POLKADOT CUP,PINK POLKADOT CUP,0.01643655489809336,0.015526222626814343,0.01051939513477975,0.64,41.22058631921824,0.010264197524214097,2.7346493815921824
REGENCY TEA PLATE ROSES,REGENCY TEA PLATE GREEN | REGENCY TEA PLATE PINK,0.022505436706620138,0.014059576189753705,0.012896373843119405,0.5730337078651686,40.75753778999273,0.012579956941059,2.3091762557661033
REGENCY TEA PLATE GREEN | REGENCY TEA PLATE PINK,REGENCY TEA PLATE ROSES,0.014059576189753705,0.022505436706620138,0.012896373843119405,0.9172661870503597,40.757537789992725,0.012579956941059,11.814934286763457
REGENCY TEA PLATE GREEN | ROSES REGENCY TEACUP AND SAUCER,REGENCY TEA PLATE ROSES,0.01153087543620088,0.022505436706620138,0.010468821119708694,0.9078947368421053,40.34112950916618,0.010209313732407355,10.612798115756702
REGENCY TEA PLATE ROSES,REGENCY TEA PLATE GREEN | ROSES REGENCY TEACUP AND SAUCER,0.022505436706620138,0.01153087543620088,0.010468821119708694,0.46516853932584273,40.34112950916617,0.010209313732407355,1.8481880690373553
POPPY'S PLAYHOUSE BEDROOM,POPPY'S PLAYHOUSE KITCHEN | POPPY'S PLAYHOUSE LIVINGROOM,0.021392808375056895,0.0132503919486168,0.011328579375916654,0.5295508274231678,39.96491797953549,0.011045116280065497,2.0974627347021864
POPPY'S PLAYHOUSE KITCHEN | POPPY'S PLAYHOUSE LIVINGROOM,POPPY'S PLAYHOUSE BEDROOM,0.0132503919486168,0.021392808375056895,0.011328579375916654,0.8549618320610687,39.96491797953549,0.011045116280065497,6.747239058045659
REGENCY TEA PLATE ROSES,REGENCY TEA PLATE PINK,0.022505436706620138,0.01542507459667223,0.013604410054114197,0.604494382022472,39.18907349419783,0.013257262014083896,2.4894081920709143
REGENCY TEA PLATE PINK,REGENCY TEA PLATE ROSES,0.01542507459667223,0.022505436706620138,0.013604410054114197,0.8819672131147541,39.18907349419783,0.013257262014083896,8.281551161235582
POPPY'S PLAYHOUSE BEDROOM | POPPY'S PLAYHOUSE LIVINGROOM,POPPY'S PLAYHOUSE KITCHEN,0.013149243918474688,0.02205027057098063,0.011328579375916654,0.8615384615384615,39.07155963302752,0.011038634989710465,7.06297026809847
POPPY'S PLAYHOUSE KITCHEN,POPPY'S PLAYHOUSE BEDROOM | POPPY'S PLAYHOUSE LIVINGROOM,0.02205027057098063,0.013149243918474688,0.011328579375916654,0.5137614678899082,39.07155963302751,0.011038634989710465,2.029560988922382
REGENCY TEA PLATE GREEN,REGENCY TEA PLATE ROSES | ROSES REGENCY TEACUP AND SAUCER,0.01926869974207252,0.013907854144540535,0.010468821119708694,0.5433070866141733,39.06476735862563,0.010200834854141003,2.1592017676490234
REGENCY TEA PLATE ROSES | ROSES REGENCY TEACUP AND SAUCER,REGENCY TEA PLATE GREEN,0.013907854144540535,0.01926869974207252,0.010468821119708694,0.7527272727272728,39.06476735862563,0.010200834854141003,3.9661927583960312
PINK POLKADOT BOWL,BLUE POLKADOT BOWL,0.016841147018661812,0.01628483285288019,0.01051939513477975,0.6246246246246246,38.35621957361088,0.010245139870530062,2.6206172052799275
BLUE POLKADOT BOWL,PINK POLKADOT BOWL,0.01628483285288019,0.016841147018661812,0.01051939513477975,0.6459627329192548,38.35621957361088,0.010245139870530062,2.776992549649044
REGENCY TEA PLATE ROSES,REGENCY TEA PLATE GREEN,0.022505436706620138,0.01926869974207252,0.01613311080766702,0.7168539325842697,37.20302574537734,0.015699460305202938,3.4636938778950612
REGENCY TEA PLATE GREEN,REGENCY TEA PLATE ROSES,0.01926869974207252,0.022505436706620138,0.01613311080766702,0.8372703412073491,37.20302574537734,0.015699460305202938,6.006861751851255
POPPY'S PLAYHOUSE BEDROOM,POPPY'S PLAYHOUSE LIVINGROOM,0.021392808375056895,0.01658827694330653,0.013149243918474688,0.6146572104018914,37.05371043072134,0.012794374088554158,2.5520439193434443
POPPY'S PLAYHOUSE LIVINGROOM,POPPY'S PLAYHOUSE BEDROOM,0.01658827694330653,0.021392808375056895,0.013149243918474688,0.7926829268292683,37.05371043072133,0.012794374088554158,4.720340571367374
GREEN REGENCY TEACUP AND SAUCER | REGENCY TEA PLATE GREEN,REGENCY TEA PLATE ROSES,0.012289485662266727,0.022505436706620138,0.010165377029282354,0.8271604938271605,36.753807740324596,0.009888796787553295,5.655504259054555
REGENCY TEA PLATE ROSES,GREEN REGENCY TEACUP AND SAUCER | REGENCY TEA PLATE GREEN,0.022505436706620138,0.012289485662266727,0.010165377029282354,0.45168539325842694,36.753807740324596,0.009888796787553295,1.801357290492997
POPPY'S PLAYHOUSE LIVINGROOM,POPPY'S PLAYHOUSE KITCHEN,0.01658827694330653,0.02205027057098063,0.0132503919486168,0.798780487804878,36.22542794808682,0.012884615953710531,4.860113806859367
POPPY'S PLAYHOUSE KITCHEN,POPPY'S PLAYHOUSE LIVINGROOM,0.02205027057098063,0.01658827694330653,0.0132503919486168,0.6009174311926605,36.22542794808682,0.012884615953710531,2.4641810991535533
SMALL MARSHMALLOWS PINK BOWL,SMALL CHOCOLATES PINK BOWL,0.02260658473676225,0.012441207707479897,0.010165377029282354,0.4496644295302013,36.143149451628744,0.00988412381301555,1.7944665859949447
SMALL CHOCOLATES PINK BOWL,SMALL MARSHMALLOWS PINK BOWL,0.012441207707479897,0.02260658473676225,0.010165377029282354,0.8170731707317073,36.143149451628744,0.00988412381301555,5.3430840034390314
"KEY FOB , SHED","KEY FOB , BACK DOOR",0.018813533606433015,0.0155767966418854,0.010569969149850807,0.5618279569892474,36.068260368663594,0.010276914562748124,2.2466590898725074
"KEY FOB , BACK DOOR","KEY FOB , SHED",0.0155767966418854,0.018813533606433015,0.010569969149850807,0.6785714285714286,36.068260368663594,0.010276914562748124,3.0525801176688754
WOODEN STAR CHRISTMAS SCANDINAVIAN,WOODEN HEART CHRISTMAS SCANDINAVIAN | WOODEN TREE CHRISTMAS SCANDINAVIAN,0.025893895716380923,0.012592929752693067,0.011682597481414049,0.45117187499999994,35.82739551957831,0.011356517471634103,1.7991189322655556
WOODEN HEART CHRISTMAS SCANDINAVIAN | WOODEN TREE CHRISTMAS SCANDINAVIAN,WOODEN STAR CHRISTMAS SCANDINAVIAN,0.012592929752693067,0.025893895716380923,0.011682597481414049,0.9277108433734939,35.82739551957831,0.011356517471634103,13.475134442590042
CHILDRENS CUTLERY POLKADOT BLUE,CHILDRENS CUTLERY POLKADOT PINK,0.014615890355535326,0.021392808375056895,0.011126283315632429,0.7612456747404844,35.58418611499669,0.01081360837402562,4.098804034487081
CHILDRENS CUTLERY POLKADOT PINK,CHILDRENS CUTLERY POLKADOT BLUE,0.021392808375056895,0.014615890355535326,0.011126283315632429,0.5200945626477542,35.58418611499669,0.01081360837402562,2.0532880708355106
WOODEN TREE CHRISTMAS SCANDINAVIAN,WOODEN HEART CHRISTMAS SCANDINAVIAN | WOODEN STAR CHRISTMAS SCANDINAVIAN,0.017094017094017096,0.01962271784756992,0.011682597481414049,0.6834319526627218,34.82860824742268,0.011347166407096614,3.0968927230609467
WOODEN HEART CHRISTMAS SCANDINAVIAN | WOODEN STAR CHRISTMAS SCANDINAVIAN,WOODEN TREE CHRISTMAS SCANDINAVIAN,0.01962271784756992,0.017094017094017096,0.011682597481414049,0.595360824742268,34.82860824742268,0.011347166407096614,2.42909249278676
REGENCY SUGAR BOWL GREEN,REGENCY TEAPOT ROSES,0.01628483285288019,0.0210387902695595,0.011783745511556162,0.7236024844720497,34.393730590062106,0.011441132328589584,3.541859657676425
REGENCY TEAPOT ROSES,REGENCY SUGAR BOWL GREEN,0.0210387902695595,0.01628483285288019,0.011783745511556162,0.5600961538461537,34.393730590062106,0.011441132328589584,2.2362049701267854
SET/20 RED RETROSPOT PAPER NAPKINS | SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES,0.014969908461032721,0.02665250594244677,0.01340211399382997,0.8952702702702703,33.59047258833787,0.013003128419614412,9.293898652936639
SET/6 RED SPOTTY PAPER PLATES,SET/20 RED RETROSPOT PAPER NAPKINS | SET/6 RED SPOTTY PAPER CUPS,0.02665250594244677,0.014969908461032721,0.01340211399382997,0.5028462998102466,33.59047258833786,0.013003128419614412,1.9813391535917393
POPPY'S PLAYHOUSE KITCHEN,POPPY'S PLAYHOUSE BEDROOM,0.02205027057098063,0.021392808375056895,0.015829666717240683,0.7178899082568807,33.55753464766738,0.015357949504297537,3.4688840288493914
POPPY'S PLAYHOUSE BEDROOM,POPPY'S PLAYHOUSE KITCHEN,0.021392808375056895,0.02205027057098063,0.015829666717240683,0.739952718676123,33.55753464766738,0.015357949504297537,3.760661232258866
SET/20 RED RETROSPOT PAPER NAPKINS | SET/6 RED SPOTTY PAPER PLATES,SET/6 RED SPOTTY PAPER CUPS,0.018712385576290902,0.021645678450412178,0.01340211399382997,0.7162162162162162,33.08818514776459,0.012997071712605446,3.447534275936643
SET/6 RED SPOTTY PAPER CUPS,SET/20 RED RETROSPOT PAPER NAPKINS | SET/6 RED SPOTTY PAPER PLATES,0.021645678450412178,0.018712385576290902,0.01340211399382997,0.6191588785046729,33.088185147764584,0.012997071712605446,2.5766325090389413
PINK HAPPY BIRTHDAY BUNTING,BLUE HAPPY BIRTHDAY BUNTING,0.020330754058564708,0.01972386587771203,0.0132503919486168,0.6517412935323383,33.04328358208955,0.01284939088237292,2.8147928994082845
BLUE HAPPY BIRTHDAY BUNTING,PINK HAPPY BIRTHDAY BUNTING,0.01972386587771203,0.020330754058564708,0.0132503919486168,0.6717948717948717,33.04328358208955,0.01284939088237292,2.9849297337278102
FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION BUTTERFLY,0.019521569817427805,0.01759975724472766,0.011278005360845597,0.577720207253886,32.82546453457209,0.010934430471022865,2.326420206770154
FELTCRAFT CUSHION BUTTERFLY,FELTCRAFT CUSHION RABBIT,0.01759975724472766,0.019521569817427805,0.011278005360845597,0.6408045977011494,32.82546453457209,0.010934430471022865,2.729651949628281
REGENCY MILK JUG PINK,REGENCY TEAPOT ROSES,0.016638850958377586,0.0210387902695595,0.011429727406058767,0.6869300911854104,32.650645896656535,0.011079666110419002,3.126973184478786
REGENCY TEAPOT ROSES,REGENCY MILK JUG PINK,0.0210387902695595,0.016638850958377586,0.011429727406058767,0.5432692307692307,32.650645896656535,0.011079666110419002,2.1530433579016575
WOODEN TREE CHRISTMAS SCANDINAVIAN,WOODEN STAR CHRISTMAS SCANDINAVIAN,0.017094017094017096,0.025893895716380923,0.014211298234966875,0.831360946745562,32.1064453125,0.013768667538960363,5.776278302594089
WOODEN STAR CHRISTMAS SCANDINAVIAN,WOODEN TREE CHRISTMAS SCANDINAVIAN,0.025893895716380923,0.017094017094017096,0.014211298234966875,0.548828125,32.1064453125,0.013768667538960363,2.1785621785621783
SET OF 3 WOODEN HEART DECORATIONS,SET OF 3 WOODEN TREE DECORATIONS,0.022505436706620138,0.014818186415819551,0.010671117179992919,0.4741573033707865,31.998335698124784,0.010337627423504794,1.8735295172861548
SET OF 3 WOODEN TREE DECORATIONS,SET OF 3 WOODEN HEART DECORATIONS,0.014818186415819551,0.022505436706620138,0.010671117179992919,0.720136518771331,31.998335698124784,0.010337627423504794,3.49275496396293
CHARLOTTE BAG SUKI DESIGN | RED RETROSPOT CHARLOTTE BAG | WOODLAND CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT | STRAWBERRY CHARLOTTE BAG,0.016992869063874982,0.019167551711930412,0.010317099074495524,0.6071428571428571,31.675555974368635,0.009991387377979638,2.4966644138241767
CHARLOTTE BAG PINK POLKADOT | STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN | RED RETROSPOT CHARLOTTE BAG | WOODLAND CHARLOTTE BAG,0.019167551711930412,0.016992869063874982,0.010317099074495524,0.5382585751978891,31.67555597436863,0.009991387377979638,2.128912586427379
SMALL DOLLY MIX DESIGN ORANGE BOWL,SMALL CHOCOLATES PINK BOWL,0.02665250594244677,0.012441207707479897,0.010317099074495524,0.3870967741935484,31.114083398898504,0.009985509712140702,1.611280134793059
SMALL CHOCOLATES PINK BOWL,SMALL DOLLY MIX DESIGN ORANGE BOWL,0.012441207707479897,0.02665250594244677,0.010317099074495524,0.8292682926829268,31.114083398898504,0.009985509712140702,5.701035322337097
SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES,0.021645678450412178,0.02665250594244677,0.017700905274869772,0.8177570093457944,30.682180921810993,0.01712399370134187,5.340932403290165
SET/6 RED SPOTTY PAPER PLATES,SET/6 RED SPOTTY PAPER CUPS,0.02665250594244677,0.021645678450412178,0.017700905274869772,0.6641366223908919,30.682180921810993,0.01712399370134187,2.912953262466852
SET OF 6 SNACK LOAF BAKING CASES,SET OF 6 TEA TIME BAKING CASES,0.017903201335154,0.019116977696859355,0.010468821119708694,0.5847457627118644,30.58777239709443,0.010126566019082172,2.3621264618728692
SET OF 6 TEA TIME BAKING CASES,SET OF 6 SNACK LOAF BAKING CASES,0.019116977696859355,0.017903201335154,0.010468821119708694,0.5476190476190476,30.587772397094426,0.010126566019082172,2.1709508181012382
CHARLOTTE BAG PINK POLKADOT | WOODLAND CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN | RED RETROSPOT CHARLOTTE BAG | STRAWBERRY CHARLOTTE BAG,0.019976735953067315,0.01689172103373287,0.010317099074495524,0.5164556962025316,30.574486470097774,0.00997965762361177,2.033129686867411
CHARLOTTE BAG SUKI DESIGN | RED RETROSPOT CHARLOTTE BAG | STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT | WOODLAND CHARLOTTE BAG,0.01689172103373287,0.019976735953067315,0.010317099074495524,0.6107784431137724,30.574486470097774,0.00997965762361177,2.5179059245513495
SET OF 3 WOODEN HEART DECORATIONS,SET OF 3 WOODEN STOCKING DECORATION,0.022505436706620138,0.01613311080766702,0.011025135285490316,0.4898876404494382,30.365355218202957,0.010662052581327476,1.928725840046644
SET OF 3 WOODEN STOCKING DECORATION,SET OF 3 WOODEN HEART DECORATIONS,0.01613311080766702,0.022505436706620138,0.011025135285490316,0.6833855799373042,30.365355218202957,0.010662052581327476,3.087334313768201
SCANDINAVIAN PAISLEY PICNIC BAG,PINK VINTAGE PAISLEY PICNIC BAG,0.022556010721691194,0.02073534617913316,0.014160724219895818,0.6278026905829597,30.276933172919176,0.013693017529161312,2.631036359060883
PINK VINTAGE PAISLEY PICNIC BAG,SCANDINAVIAN PAISLEY PICNIC BAG,0.02073534617913316,0.022556010721691194,0.014160724219895818,0.6829268292682927,30.276933172919176,0.013693017529161312,3.0827079661854357
CHARLOTTE BAG SUKI DESIGN | RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT | STRAWBERRY CHARLOTTE BAG | WOODLAND CHARLOTTE BAG,0.02564102564102564,0.013300965963687857,0.010317099074495524,0.40236686390532544,30.250950570342205,0.009976048665170194,1.6510112549716511
CHARLOTTE BAG PINK POLKADOT | STRAWBERRY CHARLOTTE BAG | WOODLAND CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN | RED RETROSPOT CHARLOTTE BAG,0.013300965963687857,0.02564102564102564,0.010317099074495524,0.7756653992395437,30.250950570342205,0.009976048665170194,4.3433289873967835
WOODEN HEART CHRISTMAS SCANDINAVIAN,WOODEN STAR CHRISTMAS SCANDINAVIAN | WOODEN TREE CHRISTMAS SCANDINAVIAN,0.027208820108228393,0.014211298234966875,0.011682597481414049,0.4293680297397769,30.213146092685438,0.011295924824234452,1.7275385066761815
WOODEN STAR CHRISTMAS SCANDINAVIAN | WOODEN TREE CHRISTMAS SCANDINAVIAN,WOODEN HEART CHRISTMAS SCANDINAVIAN,0.014211298234966875,0.027208820108228393,0.011682597481414049,0.8220640569395017,30.213146092685438,0.011295924824234452,5.4670864309917535
STRAWBERRY CHARLOTTE BAG | WOODLAND CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT | CHARLOTTE BAG SUKI DESIGN | RED RETROSPOT CHARLOTTE BAG,0.020533050118848935,0.016638850958377586,0.010317099074495524,0.5024630541871922,30.198182280982827,0.009975452713847099,1.976458547083657
CHARLOTTE BAG PINK POLKADOT | CHARLOTTE BAG SUKI DESIGN | RED RETROSPOT CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG | WOODLAND CHARLOTTE BAG,0.016638850958377586,0.020533050118848935,0.010317099074495524,0.6200607902735562,30.198182280982827,0.009975452713847099,2.5779570120871895
RED RETROSPOT CHARLOTTE BAG | STRAWBERRY CHARLOTTE BAG | WOODLAND CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT | CHARLOTTE BAG SUKI DESIGN,0.016537702928235472,0.02073534617913316,0.010317099074495524,0.6238532110091743,30.086462295815622,0.009974184079270898,2.603410908938402
CHARLOTTE BAG PINK POLKADOT | CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG | STRAWBERRY CHARLOTTE BAG | WOODLAND CHARLOTTE BAG,0.02073534617913316,0.016537702928235472,0.010317099074495524,0.4975609756097561,30.08646229581562,0.009974184079270898,1.9573764165020557
